"","artist","song","link","text"
"31","Blur","I'm Fine","/b/blur/im+fine_20709978.html","Your man is always flaming  
He's hitting his head against the wall  
He do it to you  
He do it again, he knows to do  
I've always found you complicated  
A boy tried to shut you up  
I do what I do  
I do it again, again, again  
And I'd like you to know  
It's alright  
There's a world around us  
I need you to know  
I'm alright  
No need to worry about me  
'Cause I'm just fine  
Your man has lost his meaning  
Smash his head against the wall  
He do it to you  
He do it again  
He's coming back to you  
You give me the strangest feeling  
You shut me of myself  
You do it to me  
Then you do it again  
Then you do it again  
Then you do it again  
Then you do it again  
And I'd like you to know  
It's alright  
There's a world around us  
I need you to know  
I'm alright  
No need to worry about me  
'Cause I'm just fine  
I'm just, I'm just fine  
And I'd like you to know I'm alright  
It's a world around us  
I need you to know  
I'm alright  
No need to worry about me  
'Cause I'm just fine  
I'm just fine  
I'm just fine  
I'm just fine

"
"32","Blur","I'm Just A Killer For Your Love","/b/blur/im+just+a+killer+for+your+love_20020990.html","I heard a man who had no lungs  
He took me in and made me lunch  
He told me how I'd lost my friend  
He smiled at me it was the end  
I said  
  
I'm just a killer for your love  
I'm just a killer for your love  
I'm just a killer for your love  
I'm just a killer for your love  
  
I cut my hair off in the road  
I take my coat off dropped my load  
I wipe my hands on the grass  
Cause I know that nothing ever lasts  
And I said  
  
I'm just a killer for your love  
I'm just a killer for your love  
I'm just a killer for your love  
I'm just a killer for your love

"
"33","Blur","Into Another","/b/blur/into+another_20709974.html","It starts feeling now  
It makes no inference of difference  
It still won't see it's his  
Faint from lack of air  
It makes a whistle with a twistle  
But no one can hear  
I didn't stay long  
I had to go away to stay  
As long as I could  
So I'm happy here  
Cause here is where the heart is  
I know you think that too  
Into another  
You and me  
Am I dead?  
Sleep in Harlow's bed  
Into another  
You and me  
Am I dead?  
Sleep in Harlow's bed  
Listening to our tune  
With headphone and volume on  
I can read your lips  
And in a clinical term  
""I hear,"" it said  
""Everything is beautiful, but nothing hurt""  
Into another  
You and me  
Am I dead?  
Sleep in Harlow's bed  
Into another  
You and me  
Am I dead  
Sleep in Harlow's bed

"
"34","Blur","It Could Be You","/b/blur/it+could+be+you_20021009.html","Churchill got his lucky number  
But tomorrow there's another  
Could be me could be you  
No silver spoon  
Sticky teeth they rot too soon  
You've got to have the best tunes  
Or that's it you've blown it  
  
All we want is to be happy  
In our homes like happy families  
Be the man on the beach with  
The world at his feet  
Yes, it could be you  
  
The likely lads  
Are picking up the uglies  
Yesterday they were just puppies  
Beery slurs now life's a blur  
Telly addicts  
You should see them at it  
Getting in a panic  
Will we be there  
Trafalgar Square?  
  
So don't worry  
If it's not your lucky number  
Because tomorrow there is another  
Could be you, could be me

"
"35","Blur","Jubilee","/b/blur/jubilee_20021054.html","Jubilee slouches in the settee  
He's losing all will to move  
He gone divy too much telly  
He watching 24 hours of rubbish  
He got butane he got plastic bags  
His eyes are going square oh yeah  
He no raver just anti social  
He not going to cut his hair  
  
He dresses incorrectly, no-one told him seventeen, he not mean  
Enough  
He dresses incorrectly, no-one told him seventeen,he not keen on  
Being like anyone else  
  
Jubilee's dad billy banker  
He thinks his son is a slob  
He should get out more stop scabbing  
He really should go and get a job  
  
He dresses incorrectly, no-one told him seventeen  
He not mean enough  
He dresses incorrectly, no-one told him where to go  
But he just don't get out enough  
He dresses incorrectly, no-one told him talk to girls  
But he's just too spotty  
He dresses incorrectly, no-one told him seventeen  
He not keen on being like anyone else  
So he just plays on his computer games  
  
He dresses incorrectly, no-one told him seventeen  
He not mean enough  
He dresses incorrectly, no-one told him where to go  
But he just don't get out enough  
  
He dresses incorrectly, no-one told him talk to girls  
But he's just too spotty  
He dresses incorrectly, no-one told him seventeen  
He not keen on being like  
Anyone he's not being like  
Anyone jubilee's not like  
Anyone else

"
"36","Blur","Let's All Go Down The Strand","/b/blur/lets+all+go+down+the+strand_20709994.html","One night, half a dozen tourists met together in Trafalgar Square  
A fourth nights tour on the continent was planned  
And each had his portmento in his hand  
Down the Rhine they ment to have a picnic to Joan siad I must decline  
The boys are being advised by me  
Stay away from Germany  
What's the good of going down the Rhine  
  
Chorus:  
Let's all go down the strand  
Let's all go down the strand  
I'll be leader, You can march behind  
Come with me and see what you can find  
Let's all go down the strand  
Oh what a happy land  
That's the place for fun and noise  
All amoung the girls and boys  
So let's all go down the strand  
  
One day 5 and 20 convicts  
Satted by their 20 little cells  
The bell then sounded ding-a-ding-a-dong  
To exercise the prisoners came along  
Buggler Ben exclaimed to Jacks The Warden  
To me sir, It's very strange  
The men are tired of going round  
Round and round the same old ground  
I purpose we make a little change  
  
Repeat chorus  
  
Gray crowds gathered round to welcome  
Shackleton returning from the poll  
The Lord Mayor welcomed all the galant crew  
And said my lads, I've got a treat for you  
Come with me, The mansion house awaits you  
A banquet shall be supplied  
But a towering, grumbling mood  
Said we don't want any food  
Then he turned to Shackleton and sighed  
  
Repeat chorus (x2)

"
"37","Blur","London Loves","/b/blur/london+loves_20021055.html","A malady has taken him over  
Coughing tar in his Japanese motor  
The lights are magic  
And he feels lucky  
And he's got money  
Shoots like an arrow, oh  
  
London loves  
The mystery of a speeding car  
London loves  
The misery of a speeding heart  
  
It's love you like and everyone's at it  
And words are cheap when the mind it elastic  
He loves the violence  
Keeps ticking over  
So sleep together  
Before today is sold forever  
  
London loves  
The way people just fall apart  
London loves  
The way you just don't stand a chance  
London loves  
The misery of a speeding heart  
  
Oh oh oh, oh oh oh  
Oh oh oh, oh oh oh  
Oh oh oh, oh oh oh  
Oh oh oh, oh oh oh  
  
London loves  
The mystery of a speeding car  
London loves  
The misery of a speeding heart  
London loves  
The mystery  
  
Oh, hey, hey  
London loves  
The way people just fall apart  
London loves  
The way we just don't stand a chance  
London loves (always London loves!)  
The speeding heart

"
"38","Blur","Lonesome Street","/b/blur/lonesome+street_21096920.html","[Verse 1]  
What do you got?  
Mass produced in somewhere hot  
You'll have to go on the Underground  
To get things done here  
And then you have  
[?] service done  
This is a place to come to, or, well, it was  
I know a hot spot  
Crossing on the guillotine  
  
[Chorus]  
And if you have nobody left to rely on  
I'll hold you in my arms and let you drift  
It's got to be that time again  
And you, you will be over soon again  
  
[Verse 2]  
So get yourself up, get past [?] on your way  
There's nothing to be ashamed of  
Taking off again  
The 514 to East Grinstead  
You've set me off  
[?]  
And talking types will let us down  
Talk, talk on your arse all night  
You wanna be there  
  
[Bridge]  
Step inside the tarmac ride  
To the land that time forgot  
Oh, we're just gonna go there  
Cracks inside the tarmac ride  
To the land that crime forgot, oh no  
  
[Outro]  
And if you have nobody left to rely on  
I'll hold you in my arms and let you drift  
Going down to Lonesome Street  
Going down to Lonesome Street  
Lonesome Street  
Going down to Lonesome Street  
Lonesome Street  
Going down to Lonesome Street  
Lonesome Street

"
"39","Blur","Look Inside America","/b/blur/look+inside+america_20020991.html","Good morning lethargy  
Drink pepsi it's good for energy  
The bath's on, smoke in the bedroom  
Sore throat and on my neck a nasty bruise  
And where it came from, well I don't know  
But we played last night, it was a good show  
  
Got the play out, second rate chat show  
It's a nation wide deal, so we gotta go  
Chap from the company says it will be alright  
Got an add on KRO  
And there's an in-store tonight  
Well I built things up  
And then I let them go  
Got to get time share on the radio  
  
Look inside America, she's alright, she's alright  
Sitting out the distance  
But I'm not trying to make her mine  
Looking for America  
With its kooky nights and suicide  
Where the TV says it's alright  
Coz' everybody's hung up on something or other  
  
Steppin' off in 20, so the driver says  
I should sleep tonight  
But I think I'll watch videos instead  
Annie Hall leaves New York in the end  
Press rewind and Woody gets her back again  
And the whole world could have passed through me  
But I don't know if it means much to me  
  
Look inside America  
She's alright, she's alright  
Sitting out the distance  
But I'm not trying to make her mine  
I'm looking for America  
With its kooky nights and suicide  
Where the TV says it's alright  
Coz everybody's strung out on something or other  
  
And the whole world  
Could have passed through me  
But I don't know if it means much to me

"
"40","Blur","Moroccan Peoples Revolutionary Bowls Club","/b/blur/moroccan+peoples+revolutionary+bowls+club_20021087.html","The trees are spinning oxygen  
They're the rockets we should fear  
If we go and let them off then we will disappear  
Then we will disappear, surely we will disappear  
  
The road is hot and dusty  
The desert needs a beer  
But if we go and blow it up then we will disappear  
Then we will disappear, surely we will disappear  
If we go and blow it up then we will disappear  
We will disappear surely  
We will disappear  
We will disappear  
We will disappear  
We will disappear  
We will disappear  
We will disappear  

"
