"","artist","song","link","text"
"21","Oasis","Keep The Dream Alive","/o/oasis/keep+the+dream+alive_10196341.html","Four Seasons, seconds, flicker, and flash, I'm alone.  
A lonely scream provides the scene - it's no hope.  
Every night I hear you scream, but you don't say what you mean.  
This was my dream, but now my dream has flown.  
  
I'm at the crossroads, waiting for a sign.  
My life is standing still, but I'm still alive.  
Every night I think I know,  
In the morning where did it go?  
The answers disappear when I open my eyes.  
  
I'm a stranger to this place, where real life and dreams collide.  
And even though I fall from grace, I will keep the dream alive.  
I will keep the dream alive.  
  
Four Seasons, seconds, flicker, and flash, I'm alone.  
A lonely scream provides the scene - it's no hope.  
Every night I hear you scream, but you don't say what you mean.  
This was my dream, but now my dream has flown.  
  
I'm a stranger to this place, where real life and dreams collide.  
And even though I fall from grace, I will keep the dream alive.  
I'm a stranger to this place, where real life and dreams collide.  
And even though I fall from grace, I will keep the dream alive.

"
"22","Oasis","Life In Vain","/o/oasis/life+in+vain_20102432.html","I used to live my life in vain  
Until today it's been the same  
I've gone away to disappear  
My life with you was just too dear  
A better life is all I need  
To free me from this naughty league  
I've been and gone  
I won't be back  
I'll live my life without all that  
  
With my own eyes  
I realize  
It was time to say goodnight  
I was never really sure  
But now I know I'm right  
  
I used to live my life in vain  
Until today it's been the same  
I've gone away to re-appear  
My life with you was just too dear  
A better life is all I need  
To free me from this naughty league  
I've been and gone  
And I won't be back  
And I won't be back

"
"23","Oasis","Little By Little","/o/oasis/little+by+little_20246440.html","We the people fight for our existence  
We don't claim to be perfect but we're free  
We dream our dreams alone with no resistance  
Fading like the stars we wish to be  
  
You know I didn't mean what I just said  
But my God woke up on the wrong side of his bed  
And it just don't matter now  
  
As little by little we gave you everything you ever dreamed of  
Little by little the wheels of your life have slowly fallen off  
Little by little you have to give it all in all your life  
And all the time I just ask myself why you're really here?  
  
True perfection has to be imperfect  
I know that that sounds foolish but it's true  
Day has come, now you'll have to accept  
Life inside your head we give to you  
  
You know I didn't mean what I just said  
But my God woke up on the wrong side of his bed  
And it just don't matter now  
  
As little by little we gave you everything you ever dreamed of  
Little by little the wheels of your life have slowly fallen off  
Little by little you have to give it all in all your life  
And all the time I just ask myself why you're really here?  
  
As little by little we gave you everything you ever dreamed of  
Little by little the wheels of your life have slowly fallen off  
Little by little you have to give it all in all your life  
And all the time I just ask myself why you're really here?  
  
Why am I really here?  
Why am I really here?

"
"24","Oasis","Little James","/o/oasis/little+james_20102376.html","Little James, we're all the same  
They always seem to look to us  
But we weren't meant to be grown ups  
Thank you for your smile  
You make it all worthwhile to us  
  
You live for your toys, even though they make noise  
Have you ever played with plastercine  
Or even tried a trampoline  
Thank you for your smile  
You make it all worthwhile to us  
  
I'm singing this song for you and your mum that's all  
'cause it won't be long before everyone is gone  
  
Sailed out to sea, your mum you and me  
You swam the ocean like a child  
Life around us was so wild  
Thank you for your smile  
You make it all worthwhile to us  
  
I'm singing this song for you and your mum that's all  
And it won't be long before everyone is gone

"
"25","Oasis","Live Forever","/o/oasis/live+forever_20102328.html","Maybe I don't really wanna know  
How your garden grows cos I just want to fly  
Lately, did you ever feel the pain?  
In the morning rain as it soaks you to the bone  
  
Maybe I just want to fly I want to live I don't want to die  
Maybe I just want to breathe maybe I just don't believe  
Maybe you're the same as me we see things they'll never see you and I  
were gonna live forever  
  
I said maybe I don't really wanna know  
How your garden grows cos I just want to fly  
Lately, did you ever feel the pain?  
In the morning rain as it soaks you to the bone  
  
Maybe I will never be all the things that I want to be  
But now is not the time to cry now's the time to find out why  
I think you're the same as me we see things they'll never see you and I  
We're gonna live forever  
  
Maybe I don't really wanna know  
How your garden grows cos I just want to fly  
Lately, did you ever feel the pain?  
In the morning rain as it soaks you to the bone  
  
Maybe I just want to fly I want to live I don't want to die  
Maybe I just want to breathe maybe I just don't believe  
Maybe you're the same as me we see things they'll never see you and I  
You and I are gonna live forever  
We're gonna live forever  
  
Gonna live forever  
Gonna live forever  
Gonna live forever  
Gonna live forever  
Gonna live forever

"
"26","Oasis","Love Me And Leave Me","/o/oasis/love+me+and+leave+me_20669848.html","Don't believe in jesus  
don't believe in jah  
don't believe in the wars we fight  
just to prove how real we are  
  
i believe in lovers  
i believe in friends  
i believe in heaven here on earth  
'till the, the beginning ends  
  
love me and leave me  
love me and leave me  
love me and leave me  
leave me to love  
  
don't you ever tell me it came from above  
just love me and leave me  
leave me to love  
  
i believe in heroes  
i believe in stars  
i believe that we'll meet one day  
say hello in some astral bar  
  
i believe in brothers  
i know you know who you are  
here's to those who bore us  
and made us what we are  
  
love me and leave me  
love me and leave me  
love me and leave me  
leave me to love  
  
don't you ever tell me it came from above  
just love me and leave me  
leave me to love

"
"27","Oasis","Married With Children","/o/oasis/married+with+children_20102329.html","There's no need for you to say you're sorry  
Goodbye I'm going home  
I don't care no more so don't you worry  
Goodbye I'm going home  
  
I hate the way that even though you  
Know you're wrong you say you're right  
I hate the books you read and all your friends  
Your music's shite it keeps me up all night  
  
There's no need for you to say you're sorry  
Goodbye I'm going home  
I don't care no more so don't you worry  
Goodbye I'm going home  
  
I hate the way that you are so sarcastic  
And you're not very bright  
You think that everything you've done's fantastic  
Your music's shite it keeps me up all night  
  
And it will be nice to be alone  
For a week or two  
But I know that I will be  
Right back here with you  
  
There's no need for you to say you're sorry  
Goodbye I'm going home  
I don't care no more so don't you worry  
Goodbye I'm going home  
  
I hate the way that even though you  
Know you're wrong you say you're right  
I hate the books you read and all your friends  
Your music's shitty it keeps me up all night

"
"28","Oasis","Morning Glory","/o/oasis/morning+glory_20102460.html","All your dreams are made  
When you're chained to the mirror and the razor blade  
Today's the day that all the world will see  
Another sunny afternoon  
  
Walking to the sound of my favorite tune  
Tomorrow never knows what it doesn't know too soon  
  
Need a little time to wake up  
Need a little time to wake up wake up  
Need a little time to wake up  
Need a little time to rest your mind  
  
You know you should so I guess you might as well  
What's the story morning glory?  
Well  
You need a little time to wake up wake up  
Well  
What's the story morning glory?  
Well  
Need a little time to wake up wake up  
  
All your dreams are made  
When you're chained to the mirror and the razor blade  
Today's the day that all the world will see  
Another sunny afternoon  
  
Walking to the sound of my favorite tune  
Tomorrow never knows what it doesn't know too soon  
  
Need a little time to wake up  
Need a little time to wake up wake up  
Need a little time to wake up  
Need a little time to rest your mind  
  
You know you should so I guess you might as well  
What's the story morning glory?  
Well  
Need a little time to wake up wake up  
Well  
What's the story morning glory?  
Well  
You need a little time to wake up wake up  
Well  
What's the story morning glory?  
Well  
Need a little time to wake up wake up  
Well  
What's the story morning glory?  
(I said) well  
Need a little time to wake up wake up

"
"29","Oasis","Must Be The Music","/o/oasis/must+be+the+music_20102434.html","Sometimes I listen to what people try to say  
And then when I tune in I think no that's not the way  
Sometimes I listen to what people have to say  
And then when I tune in I think no that's not the way  
  
It must be the music  
It sounds so confusing  
It must be the music  
That's opening my eyes  
It must be the music  
It sounds so confusing  
It must be the music  
Making me satisfied  
  
Sometimes I listen to what people try to say  
And then when I tune in I think no that's not the way  
Sometimes I listen to what people have to say  
And then when I tune in I think no that's not the way  
  
It must be the music  
It sounds so confusing  
It must be the music  
That's opening my eyes  
It must be the music  
It sounds so confusing  
It must be the music  
Making me satisfied

"
"30","Oasis","Rockin' Chair","/o/oasis/rockin+chair_20102393.html","I'm older than I wish to be  
This town holds no more for me  
All my life I try to find another way  
I don't care for your attitude  
You bring me down I think you're rude  
All my life I try to make a better day  
  
It's hard enough being alone  
Sitting here by the phone  
Waiting for my memories  
To come and play  
  
It's hard enough sitting there  
Rockin' in your rockin' chair  
It's all too much for me to take  
When you're not there  
  
It's hard enough being alone  
Sitting here by the phone  
Waiting for my memories  
To come and play  
  
It's hard enough sitting there  
Rockin' in your rockin' chair  
It's all too much for me to take  
When you're not there  
  
I'm older than I wish to be  
This town holds no more for me  
All my life I try to find another way  
I don't care for your attitude  
You bring me down I think you're rude  
All my life I try to make a better day  
  
It's hard enough being alone  
Sitting here by the phone  
Waiting for my memories  
To come and play  
  
It's hard enough sitting there  
Rockin' in your rockin' chair  
It's all too much for me to take  
When you're not there

"
