Composer,Title,Attribution Level,Genre,nPVI_Entire,Nine_Eight,pitch_correlation,pitch_entropy,parallel_motion,similar_motion,oblique_motion,FILENAME,t1_1,t1_2,t1_3,t1_4,t1_5,t1_6,t1_7,t2_1,t2_2,t2_3,t2_4,t2_5,t2_6,t2_7,t3_1,t3_2,t3_3,t3_4,t3_5,t3_6,t3_7,t4_1,t4_2,t4_3,t4_4,t4_5,t4_6,t4_7,t5_1,t5_2,t5_3,t5_4,t5_5,t5_6,t5_7,t6_1,t6_2,t6_3,t6_4,t6_5,t6_6,t6_7,t7_1,t7_2,t7_3,t7_4,t7_5,t7_6,t7_7,
la Rue_Pierre de,Rue1028c-Missa_Sine_nomine_I-Credo.krn,,Mass,106.503,1,0.754800606,6.56209,0.090342679,15.8,47.73,Rue1028c,10.476,3.254,1.746,1.587,1.19,0.873,4.206,4.444,1.587,2.063,0.794,0.159,0,0.397,1.667,4.048,1.746,3.254,0.476,0,0.159,0.635,0.556,3.968,3.968,4.524,0.635,0.476,2.222,0.397,1.508,4.286,8.571,2.937,1.032,0.079,0,0,1.032,5.238,2.698,0.873,3.254,0.159,0.159,0.159,0.635,2.698,3.175,
la Rue_Pierre de,Rue1028d-Missa_Sine_nomine_I-Sanctus.krn,,Mass,103.906,0,0.915822368,6.90096,0.087882823,16.56,53.15,Rue1028d,2.685,4.4,0.82,0.895,1.193,0.895,4.101,4.773,2.461,4.922,1.044,1.864,0.149,0.969,1.119,5.22,1.715,4.698,0.224,0.075,0.597,0.075,2.685,4.623,1.268,4.847,0.075,0.597,1.417,0.82,0.746,5.369,3.207,4.922,1.268,0.075,0.224,0,0.671,4.325,0.895,3.803,4.698,0.149,0.671,0.298,2.535,3.207,1.715,
la Rue_Pierre de,Rue1028e-Missa_Sine_nomine_I-Agnus.krn,,Mass,121.385,1,0.815343224,6.48473,0.076555024,13.53,60.89,Rue1028e,4.499,4.242,0.771,1.414,1.157,0.9,3.342,4.242,2.828,6.298,0.9,0.771,0,1.157,1.285,7.198,1.542,5.27,0.386,0.129,1.157,0.129,2.828,6.041,2.442,3.599,0.257,0.771,1.028,0.643,0.771,4.756,4.113,2.442,0.257,0,0.257,0,0.771,3.213,0.771,2.442,5.141,0.129,1.028,0,1.028,2.956,2.699,
Josquin des Prez,Rue1029a-Missa_Sub_tuum_presidium-Kyrie.krn,5,Mass,117.231,0,0.896377419,6.28454,0.097130243,16.53,59.09,Rue1029a,2.753,3.254,1.377,1.502,0.626,1.752,4.631,4.881,0.125,3.63,0,0,0,1.001,2.128,5.382,1.752,5.131,1.752,0.626,0.626,0.501,0.626,4.881,1.377,3.504,2.003,1.752,0.626,0,2.879,4.506,0.876,4.756,0.125,0.25,0.125,0.125,2.378,3.88,0.751,5.257,4.631,0.25,3.63,0,2.753,3.129,1.502,
Josquin des Prez,Rue1029b-Missa_Sub_tuum_presidium-Gloria.krn,5,Mass,105.374,2,0.741317581,6.56144,0.106382979,17.67,55.82,Rue1029b,5.967,2.148,3.182,1.512,0.557,2.068,5.171,5.012,0.477,1.273,0.239,0,0.08,0.716,1.114,3.739,2.148,5.012,0.716,0.477,0.239,1.512,0.318,4.614,2.228,5.012,1.671,0.398,1.989,0,2.068,6.126,3.739,3.182,0.716,0.477,0.318,0,0.796,7.08,1.591,2.625,4.455,0.636,0.318,0.159,1.352,3.58,1.193,
Josquin des Prez,Rue1029c-Missa_Sub_tuum_presidium-Credo.krn,5,Mass,118.449,5,0.736076428,6.74519,0.088915956,13.95,54.11,Rue1029c,2.783,4.111,0.822,0.822,1.012,0.506,4.744,5.25,4.997,3.922,0.949,1.708,0,1.834,1.202,6.768,2.973,2.404,0.127,0.063,0.19,0.19,1.645,3.479,2.91,2.72,0.316,0.822,1.075,0.443,1.518,3.732,6.452,2.783,1.581,0.127,0,0,0.506,3.732,0.253,2.024,4.744,0.506,0.696,0.569,1.961,2.657,5.376,
Josquin des Prez,Rue1029d-Missa_Sub_tuum_presidium-Sanctus.krn,5,Mass,105.144,1,0.779651348,6.80467,0.110441767,16.21,59.71,Rue1029d,3.634,3.294,1.363,1.079,0.681,1.476,4.6,3.464,0,2.271,0.17,0,0,1.022,1.817,2.499,2.726,5.622,0.341,1.193,0.625,0.852,0.625,4.77,1.647,5.224,1.249,0.681,2.215,0,2.385,5.565,3.123,4.713,0.738,0.454,0.114,0.284,1.988,6.36,1.193,4.145,3.634,0.284,1.136,0.114,2.839,4.145,1.647,
Josquin des Prez,Rue1029e-Missa_Sub_tuum_presidium-Agnus.krn,5,Mass,113.018,1,0.61445355,6.49578,0.093073593,12.04,61,Rue1029e,3.79,1.956,1.589,0.611,0.856,1.345,5.257,3.056,0.489,2.323,0,0,0,0.733,0.856,2.934,1.467,4.645,0.733,0.733,0.733,0.856,0.367,3.667,1.834,5.501,1.222,0.244,1.834,0,1.345,5.501,6.357,5.379,1.711,0.367,0,0.122,1.467,6.601,1.467,4.279,4.645,0.733,1.467,0.122,3.056,3.545,2.2,
la Rue_Pierre de,Rue1030a-Missa_Tandernaken-Kyrie.krn,,Mass,101.34,2,0.766931512,6.07362,0.158730159,12.57,65.61,Rue1030a,6.443,3.093,0.773,1.031,0.258,1.546,5.412,5.928,0.258,3.093,0.515,0.258,0,0,0.773,5.67,2.32,4.639,1.031,0.515,0,1.031,0.515,5.928,2.577,4.639,1.546,0.773,0,0.258,1.289,5.67,0.773,4.381,0.258,1.546,0.258,0.773,2.062,5.928,3.608,2.835,2.835,0,0.258,0.258,0.515,5.155,0.773,
la Rue_Pierre de,Rue1030b-Missa_Tandernaken-Gloria.krn,,Mass,99.2801,0,0.619179273,5.68768,0.026595745,9.78,47.51,Rue1030b,12.703,3.784,1.892,2.432,0,2.432,2.703,3.243,1.622,2.162,0.541,0,0,0.541,3.243,1.622,4.324,2.703,0.27,0.541,0.27,2.162,0.811,3.243,9.459,1.892,2.703,0.811,0,0,1.081,2.162,1.351,2.432,0,1.351,0,0.811,1.622,3.243,6.486,1.892,3.514,0.27,0.27,0.541,0.541,1.351,2.973,
la Rue_Pierre de,Rue1030c-Missa_Tandernaken-Credo.krn,,Mass,94.9186,1,0.834260275,6.37553,0.056399132,13.7,45.57,Rue1030c,6.943,1.762,1.969,0.933,1.865,0.933,4.56,2.694,2.073,2.694,0.725,0.104,0,0.933,1.14,4.352,5.285,2.591,0.415,0.207,0.518,1.244,0.518,2.902,3.109,2.902,0.518,0.415,2.28,0,1.244,3.731,10.57,3.42,0.725,0.311,0,0.311,0.622,4.249,1.865,1.865,4.352,0.622,0.518,0.104,1.865,2.176,4.87,
la Rue_Pierre de,Rue1030d-Missa_Tandernaken-Sanctus.krn,,Mass,105.988,0,0.911722097,6.64104,0.087931034,13.63,64.31,Rue1030d,2.657,4.08,1.518,0.38,1.139,0.569,5.977,5.882,1.139,4.459,0.38,0.759,0,0.854,0.664,7.211,2.277,3.321,0.759,0.285,0.664,0.095,0.569,5.313,1.233,3.605,0.474,0.095,1.992,0.285,0.949,5.408,5.693,3.605,1.708,0.095,0,0,0.664,5.218,0.285,3.226,5.218,0.285,0.474,0.19,1.708,4.459,2.182,
la Rue_Pierre de,Rue1030e-Missa_Tandernaken-Agnus.krn,,Mass,104.818,1,0.937844396,6.33871,0.099537037,16.43,57.58,Rue1030e,3.338,3.605,1.202,0.534,1.202,0.935,5.741,5.741,0.801,3.738,0.801,0,0,1.068,0.668,6.542,2.67,4.673,0.668,0.401,0.668,0.668,0.668,6.275,2.27,3.471,0.267,0.801,1.335,0,1.202,4.673,3.471,4.139,1.602,0.401,0.134,0.134,0.534,5.207,0.401,3.071,4.406,0.401,0.935,0.534,2.136,4.005,1.869,
la Rue_Pierre de,Rue1031a-Missa_Tous_les_regretz-Kyrie.krn,,Mass,117.364,3,0.889750844,6.72534,0.113895216,14.37,60.77,Rue1031a,1.647,3.059,1.294,0.471,0.353,1.294,3.882,4.471,1.647,3.882,0.471,1.412,0,1.294,1.294,6.588,2.471,2.824,1.059,0.118,0.941,0.471,0.941,5.059,1.412,3.882,0,1.059,0.588,0.706,0.941,7.059,6.471,3.294,1.529,0.118,0,0,0.824,6.824,0.706,2.235,3.294,0.118,1.176,0.235,0.941,5.647,4,
la Rue_Pierre de,Rue1031b-Missa_Tous_les_regretz-Gloria.krn,,Mass,110.131,0,0.891898368,6.6415,0.107806691,14.18,47.01,Rue1031b,3.822,2.933,0.8,0.356,0.889,0.889,3.2,2.667,2.667,2.933,0.622,0.711,0,2.133,0.978,3.022,4,3.289,0.711,0.089,1.333,0.622,0.8,3.644,4.356,3.378,0.356,1.511,0.889,1.067,0.889,4.711,6.667,2.489,1.867,0.356,0.178,0,1.333,4.356,2.044,1.956,3.733,0.8,0.533,0.622,1.867,4.533,6.4,
la Rue_Pierre de,Rue1031c-Missa_Tous_les_regretz-Credo.krn,,Mass,117.57,4,0.910387793,7.10893,0.068607069,11.36,57.79,Rue1031c,3.929,2.847,0.854,0.456,0.513,0.342,5.638,4.784,2.392,3.075,0.513,0.797,0,0.626,0.626,5.125,3.588,3.075,0.626,0.057,0.683,0.228,0.626,4.556,3.246,4.1,0.569,0.342,0.911,0.399,1.025,5.638,6.15,2.961,1.253,0.285,0.114,0,0.342,5.125,1.196,2.563,3.759,0.569,0.74,0.513,1.139,4.556,6.549,
la Rue_Pierre de,Rue1031d-Missa_Tous_les_regretz-Sanctus.krn,,Mass,106.004,3,0.919969898,7.01499,0.128888889,19.74,53.86,Rue1031d,1.768,4.125,1.12,0.707,1.296,0.766,5.893,5.598,2.239,4.478,0.825,1.002,0.059,1.12,1.414,6.364,1.296,3.182,0.53,0.059,0.589,0.648,1.237,4.125,2.062,4.361,0.177,1.296,0.943,0.707,1.12,6.011,4.007,3.359,0.825,0.177,0.177,0,0.884,4.832,0.766,2.77,5.421,0.589,0.53,0.177,1.002,4.95,2.416,
la Rue_Pierre de,Rue1031e-Missa_Tous_les_regretz-Agnus.krn,,Mass,115.57,4,0.915109546,6.77991,0.136363636,15.53,61.22,Rue1031e,2.159,3.409,0.227,0.909,0.455,0,6.705,5.568,1.477,3.068,0.114,0.455,0,0.341,0.682,5.682,2.386,3.636,0.795,0,0.568,0.455,0.455,6.705,2.045,3.864,0.114,0.682,0.795,0.114,0.455,6.932,5.341,4.659,0.909,0.114,0,0,0.568,7.386,0.682,2.841,4.773,0,1.136,0.227,0.795,5.909,3.409,
la Rue_Pierre de,Rue1032-Kyrie_In_festo_pasche.krn,3,Mass,122.127,0,0.925377094,6.88257,0.134848485,14.31,61.19,Rue1032,5.422,5.873,0.753,1.054,2.033,1.506,4.593,6.024,1.807,4.292,1.13,0.226,0.527,0.226,2.41,4.518,1.355,4.142,0.226,0.452,0,0.678,1.28,6.175,1.807,3.464,0.452,0.226,1.431,0.226,0.678,4.367,2.56,3.765,1.054,0.678,0.301,0,1.28,4.593,2.485,3.238,4.744,0.527,0,0,0.753,3.69,0.979,
la Rue_Pierre de,Rue1034-Credo_sex_vocum.krn,,Mass,122.405,3,0.710195981,6.71292,0.222936763,15.91,48.24,Rue1034,6.386,3.661,2.469,1.788,0.128,1.958,3.661,5.279,1.149,2.767,0.426,0,0.255,0.724,3.363,4.002,5.662,4.087,0.426,1.49,0.298,1.447,1.022,5.023,3.023,3.363,1.277,0.298,1.022,0,1.618,4.044,3.789,2.171,0.17,0.426,0.511,0.851,1.235,4.342,3.065,2.682,3.746,0.255,0.639,0.468,0.511,2.256,0.766,
Josquin des Prez,Rue1035a-Missa_De_beata_virgine-Kyrie.krn,1,Mass,118.353,1,0.834964765,6.59651,0.077858881,14.8,56.06,Rue1035a,2.542,3.814,3.39,0.141,1.695,0.565,5.367,7.345,2.401,3.531,0.424,0.424,0,1.412,1.13,7.768,1.554,3.814,0.282,0,0.141,0,0.282,4.52,0.989,5.226,1.13,0.141,0.565,0.424,1.13,6.78,4.52,3.531,1.695,0.706,0,0,0,6.356,0.141,2.26,4.944,0,0.141,0.141,0.706,4.379,1.554,
Josquin des Prez,Rue1035b-Missa_De_beata_virgine-Gloria.krn,1,Mass,117.383,5,0.893491331,7.29105,0.107594937,14.58,58.32,Rue1035b,3.007,4.281,0.866,0.815,1.07,1.478,6.116,5.25,1.733,2.854,1.019,0.917,0.255,1.019,1.478,4.638,0.663,2.752,1.274,0.153,0.051,0.102,0.866,4.791,1.325,4.944,0.714,0.459,1.937,0.612,1.478,6.473,2.956,3.925,1.325,1.121,0.255,0.153,0.765,6.779,0.765,3.262,4.027,0.357,0.102,0.051,1.835,5.861,1.07,
Josquin des Prez,Rue1035c-Missa_De_beata_virgine-Credo.krn,1,Mass,116.782,3,0.888946951,7.19995,0.12962963,14.86,53.16,Rue1035c,1.434,4.259,0.304,0.478,0,1.391,4.476,3.086,1.086,5.693,0.391,0.087,0.043,0.826,2.738,3.738,6.562,4.781,0.522,2.086,0.956,0.174,1.347,4.216,1.869,3.781,0.478,1.347,0.174,0,1.608,3.086,1,4.172,0.217,0.261,0.261,0.739,1.869,2.781,2.39,5.606,4.216,0.565,2.086,0.478,1.695,3.52,5.128,
Josquin des Prez,Rue1035d-Missa_De_beata_virgine-Sanctus.krn,1,Mass,109.103,2,0.600188401,6.92159,0.112771739,14.32,61.4,Rue1035d,2.961,4.441,0.538,2.423,0.404,1.682,4.913,4.307,0.202,4.172,0.673,0.202,0.135,1.211,1.211,3.499,0.471,5.316,0.404,0,0,0.875,1.682,4.509,4.105,5.518,0.942,1.279,1.279,0.067,1.009,4.105,0.74,5.922,0.808,1.009,0.135,0,1.548,3.97,0.606,5.855,5.989,0.404,0.202,0.875,2.826,3.903,0.673,
Josquin des Prez,Rue1035e-Missa_De_beata_virgine-Agnus.krn,1,Mass,108.627,0,0.859910482,6.33945,0.079032258,14.68,60.62,Rue1035e,3.299,6.409,0.189,1.32,0.848,0.471,4.901,4.995,1.131,6.598,0.566,0.943,0.094,0.566,1.791,6.032,1.32,4.901,0.66,0.754,0,0.566,0.754,5.655,2.922,4.713,0.471,0,2.356,0.66,2.168,4.241,2.545,4.336,0.189,0.094,0.094,0.189,0.754,4.807,0.566,4.241,3.959,0.094,0.189,0,1.32,3.959,0.377,
la Rue_Pierre de,Rue1037-Credo_Lamour_de_moy.krn,,Mass,114.499,2,0.809181526,6.90328,0.105568445,13.97,51.46,Rue1037,6.12,3.366,1.53,0.734,0.428,0.551,5.202,4.651,1.775,3.244,0.367,0.551,0.306,0.551,1.102,5.202,4.774,3.182,1.163,1.102,0,0.49,0.184,5.141,1.163,3.55,0.061,0,1.958,0.122,1.285,4.59,5.875,4.1,0.367,1.224,0.306,0.245,0.306,5.936,5.508,2.326,3.55,0.367,0.061,0,0.612,3.794,0.979,
la Rue_Pierre de,Rue2001-Ave_regina_celorum.krn,,Motet,110.957,0,0.851694653,6.48884,0.118090452,16.68,58.06,Rue2001,4.8,4.4,0.8,0.133,0.8,1.867,5.867,4.4,2.133,4.267,0.267,1.067,0,1.333,1.467,4,1.467,4.133,1.2,0.533,0.133,0.133,1.867,4,1.867,4,0,0,1.733,0.4,2.267,4.667,4.133,4.667,0.4,0.8,0.533,0.133,0.8,5.6,1.467,3.467,5.2,0,0.133,0,1.2,4,1.467,
la Rue_Pierre de,Rue2002-Considera_Israel.krn,,Motet,117.51,6,0.909453023,7.34169,0.111111111,13.75,56.17,Rue2002,4.857,3.691,0.729,1.068,0.049,1.311,3.545,4.177,1.554,2.525,0.291,0.049,0.146,0.777,1.166,2.72,5.974,4.128,0.243,1.263,0.923,0.68,0.583,4.322,4.274,3.885,1.214,0.923,0.437,0.097,0.729,4.857,1.7,3.351,0.243,0.777,0.486,0.777,1.36,4.42,5.391,4.322,3.303,0.34,0.874,0.534,1.214,4.517,3.205,
la Rue_Pierre de,Rue2003-Da_pacem_Domine.krn,,Motet,94.3254,4,0.8686662,5.4255,0.24,16.07,55.1,Rue2003,2.119,5.085,1.271,2.542,0,0.847,6.356,7.627,0.847,2.119,0,1.271,0,1.271,0.847,5.508,2.966,3.39,0,0,0,0.424,0.424,3.814,1.271,5.508,1.271,0.847,3.814,0,1.271,4.661,2.966,2.966,0.424,0,0.424,0,0.424,6.78,1.695,2.119,5.085,0.424,0.847,0.424,0.847,4.237,2.966,
la Rue_Pierre de,Rue2004-Delicta_iuventutis.krn,,Motet,109.921,1,0.90913465,7.0247,0.077170418,16.98,55.13,Rue2004,5.45,3.866,0.951,1.014,0,1.204,4.563,5.83,1.077,2.725,0.19,0,0.127,0.824,0.697,4.056,3.549,4.436,0.444,1.901,0.19,0.634,0.38,6.084,3.042,3.042,1.394,0.38,0.444,0,1.267,5.45,1.711,3.232,0.38,0.634,0.38,0.444,0.887,6.844,4.246,3.676,3.612,0.697,0.444,0.38,0.507,4.689,2.028,
la Rue_Pierre de,Rue2005-Gaude_virgo_mater_Christi.krn,,Motet,99.7872,4,0.801531641,6.77543,0.102286402,14.45,55.4,Rue2005,2.556,4.426,1.122,0.81,1.434,1.185,5.05,6.297,3.554,3.99,0.998,1.621,0.312,1.06,1.496,6.297,1.995,2.057,0.125,0,0.436,0.561,1.247,3.429,1.247,4.8,0.312,0.436,1.496,1.496,0.81,5.05,5.175,3.117,1.247,0.561,0.623,0,1.122,4.302,0.748,2.369,4.8,0.187,0.561,0.436,0.998,4.177,1.87,
la Rue_Pierre de,Rue2006-Lauda_anima_mea_dominum.krn,,Motet,112.062,0,0.915711308,6.94791,0.118081181,15.35,56.63,Rue2006,4.154,3.92,2.048,0.936,0.468,0.293,5.617,4.506,0.878,3.745,0.059,0.059,0,0.644,1.229,4.74,2.516,3.686,0.176,0.585,0.234,1.229,0.176,3.511,3.686,5.208,0.878,0.702,1.755,0.059,0.995,4.857,5.617,4.389,0.995,0.117,0,0.059,1.346,5.325,0.702,3.394,4.915,0,0.702,0.527,1.755,3.92,2.692,
la Rue_Pierre de,Rue2007-Laudate_dominum.krn,,Motet,111.945,3,0.902937949,6.39764,0.059670782,9.13,53.92,Rue2007,4.368,3.908,1.609,0.805,0.69,0.115,3.678,5.402,2.759,3.218,1.034,0.575,0.46,0.46,1.839,5.057,2.874,2.989,0.115,0,0.23,0.23,0.69,5.057,7.471,4.138,0,0.575,0.69,1.494,0.23,4.023,6.667,2.184,2.414,0,0.115,0,1.264,4.138,0.69,1.724,3.678,0,0,0.92,0.575,4.713,4.138,
la Rue_Pierre de,Rue2009-Magnificat_Secundi_toni.krn,,Motet,104.367,4,0.564656718,7.09616,0.115748031,17.7,54.9,Rue2009,2.15,2.752,0.946,0.43,0.731,0.258,6.621,5.589,0.903,4.514,0.387,0.301,0,1.032,0.559,7.954,5.417,3.998,0.774,0.258,0.903,0.086,0.731,6.062,1.333,4.084,0.172,0.344,0.946,0.086,0.817,5.89,3.224,3.525,0.559,0.129,0,0,0.43,4.643,0.516,3.396,5.417,0.172,2.107,0.387,1.118,4.342,3.009,
la Rue_Pierre de,Rue2010-Magnificat_Quarti_toni.krn,,Motet,118.722,3,0.887087246,7.35788,0.067057292,11.07,65.32,Rue2010,6.222,3.645,0.884,1.436,0.331,1.362,4.676,4.971,1.473,2.393,0.221,0,0.037,0.736,1.73,2.798,3.019,5.302,0.331,0.405,0.184,0.957,0.331,5.081,6.186,4.566,1.51,0.626,0.773,0,1.252,4.418,1.62,3.903,0,0.11,0.515,0.405,0.81,5.155,1.841,4.86,4.786,0.81,0.368,0.7,0.81,3.903,1.546,
la Rue_Pierre de,Rue2012-Magnificat_Sexti_toni.krn,,Motet,107.075,1,0.874993394,6.84207,0.126552795,16.24,58.11,Rue2012,2.982,5.313,0.994,0.153,1.491,0.573,6.078,6.078,1.338,5.81,0.229,1.185,0.497,0.803,1.453,7.072,5.619,3.937,1.223,0.688,0.382,0.038,0.726,5.199,0.65,3.173,0,0.038,1.491,0.42,1.109,4.472,3.326,3.517,0.535,0.688,0.726,0.382,0.191,3.784,1.109,2.523,4.817,0.344,0.956,0,0.917,3.058,1.911,
la Rue_Pierre de,Rue2014-Magnificat_Octavi_toni.krn,,Motet,105.585,2,0.891566808,7.36813,0.062898089,13.41,60.68,Rue2014,3.321,4.914,0.455,1.911,0.682,0.864,4.231,6.005,1.865,2.957,0.819,0.318,0.227,0.455,1.137,4.095,0.637,5.187,0,0.227,0.136,0.728,1.547,6.733,6.46,4.55,0.273,1.274,1.046,0.136,0.273,5.323,2.366,3.367,0.5,0.182,0.546,0.045,0.773,3.913,1.319,4.55,4.368,0.273,0.182,0.819,1.137,4.55,2.32,
la Rue_Pierre de,Rue2015-O_domine_Jesu_Christe.krn,,Motet,112.901,0,0.796367405,6.48494,0.133501259,16.5,55.78,Rue2015,2.273,3.914,2.146,0.379,1.894,0.884,5.177,4.798,1.389,5.303,0.126,1.515,0,0.758,0.505,6.692,2.399,4.672,1.136,0,0.253,0.758,1.01,3.662,0.884,3.914,0,0.253,2.146,0.884,1.389,4.167,4.924,3.788,2.273,0.379,0.126,0,0,4.419,0.379,3.662,6.566,0,0.253,0.126,1.389,4.04,2.399,
la Rue_Pierre de,Rue2017-Pater_de_celis_deus.krn,,Motet,116.907,1,0.919117507,7.13273,0.179801071,15.41,55.71,Rue2017,4.529,4.303,0.841,1.488,1.035,1.165,4.918,4.853,1.973,3.947,0.712,0.582,0,0.841,1.229,4.691,1.747,4.303,0.226,0,0.388,1.1,1.359,4.368,3.882,5.015,0.453,0.485,1.1,0.324,0.906,4.756,3.979,4.044,0.874,0.194,0.097,0,1.003,4.238,0.938,3.688,5.273,0.259,0.485,0.485,1.262,3.623,2.038,
la Rue_Pierre de,Rue2018-Quis_dabit_pacem.krn,,Motet,122.41,3,0.864755687,7.00218,0.105363985,16.4,56.12,Rue2018,5.771,3.781,0.796,1.891,0,1.99,3.682,5.274,0.995,2.189,0.199,0,0.299,0.498,1.493,2.786,2.388,4.478,0.299,0.995,0.1,1.393,0.597,5.672,6.07,3.781,1.493,1.194,0.796,0,0.597,5.572,1.592,3.284,0.199,0.398,0.299,0.299,1.294,5.373,2.985,4.677,4.08,0.597,0.299,0.896,0.597,4.279,1.791,
la Rue_Pierre de,Rue2019-Regina_celi.krn,,Motet,110.859,3,0.931001781,6.82829,0.140233723,16.36,57.93,Rue2019,2.62,3.342,0.903,0.994,0,0.903,6.594,5.149,0.452,3.704,0.542,0.181,0.271,0.723,1.084,5.33,3.613,4.697,0.542,0.813,0.452,1.084,0.994,5.149,2.258,4.246,0.903,0.813,1.355,0,1.174,4.697,1.355,3.704,0.361,0.361,0.452,0.361,1.355,4.968,2.349,4.336,4.607,0.542,1.807,0.903,0.542,4.697,1.716,
la Rue_Pierre de,Rue2021-Salve_regina_I.krn,,Motet,120.537,2,0.904395654,6.67416,0.065436242,12.54,60.97,Rue2021,2.675,3.704,0.309,0.926,0.412,1.235,5.453,4.218,1.543,4.835,0.412,1.029,0,1.132,1.543,5.041,0.823,4.012,0.72,0.103,0.412,0.206,1.646,4.835,1.44,5.247,0.514,0.72,1.749,0.206,1.543,6.173,3.086,5.041,0.412,0.206,0,0,1.543,5.761,0.823,4.012,5.041,0.72,0.206,0.309,1.749,4.424,1.852,
la Rue_Pierre de,Rue2022-Salve_regina_II.krn,,Motet,109.958,3,0.912168007,7.31928,0.102516309,14.46,62.65,Rue2022,2.414,3.916,0.858,1.18,0.805,0.697,6.223,5.794,2.2,4.077,0.644,1.234,0.054,0.697,0.912,5.526,1.609,4.345,0.215,0.054,0.054,0.697,1.341,4.721,2.682,4.345,0.536,0.966,1.019,0.429,0.751,5.365,3.487,3.755,1.073,0.268,0.59,0,0.912,4.882,1.127,3.433,5.633,0.322,0.268,0.161,1.234,4.775,1.717,
la Rue_Pierre de,Rue2023-Salve_regina_III.krn,,Motet,108.99,0,0.660303322,6.8225,0.134087237,17.6,58.56,Rue2023,3.416,4.868,0.427,1.452,1.11,1.281,5.636,4.868,0.683,3.245,0.683,0.683,0,1.11,1.879,3.757,1.281,4.441,0.256,0.427,0.342,0.769,1.11,4.611,1.623,5.38,0.854,0.512,1.537,0.256,1.708,5.295,3.16,4.27,1.11,0.171,0.171,0,1.537,5.636,0.769,3.416,5.636,0.342,0.512,0.256,2.05,3.672,1.793,
la Rue_Pierre de,Rue2024-Salve_regina_IV.krn,,Motet,120.258,2,0.919565419,6.74896,0.116385911,16.44,59.46,Rue2024,2.683,4.959,0.894,0.569,1.382,0.325,5.772,5.528,1.463,5.041,0.569,0.813,0.244,1.301,0.732,6.26,1.057,5.203,0.163,0,0.081,0.163,1.301,4.065,1.789,6.016,0.081,0.65,2.114,0.488,1.626,4.797,2.52,4.959,0.488,0.488,0.163,0,0.894,5.528,0.244,3.577,5.041,0.407,0.488,0,0.813,5.122,1.138,
la Rue_Pierre de,Rue2026-Salve_regina_VI.krn,,Motet,107.971,3,0.874841008,6.55423,0.084837545,13.66,64.11,Rue2026,1.399,4.413,0.753,0.646,1.615,0.431,4.521,6.459,1.83,5.382,0.215,1.507,0,0.646,0.861,6.997,2.26,4.413,0.538,0.215,0.431,0,1.292,5.597,1.184,5.167,0.108,0.323,1.507,0.969,0.753,6.243,4.306,3.983,1.615,0,0.215,0,0.323,4.521,0.753,3.229,5.49,0,0.753,0.323,0.861,3.552,1.399,
Josquin des Prez,Rue2028-Si_dormiero.krn,5,Motet,107.473,1,0.791222981,6.5331,0.08097166,17.7,56.62,Rue2028,1.834,4.645,0.856,0.611,1.589,0.733,4.523,4.645,2.2,6.112,0.244,0.733,0,1.834,1.467,5.868,1.467,4.768,0.244,0,0.244,0.733,1.834,2.934,0.733,5.868,0.122,0.367,1.222,0.611,1.345,5.501,3.178,5.134,1.834,0.122,0,0.122,0.489,5.746,0.611,2.934,5.746,0.244,0.489,0.244,2.078,3.056,2.078,
Josquin des Prez,Rue2030-Absalon_fili_mi.krn,3,Motet,128.459,0,0.005431266,6.61877,0.100543478,11.42,64.55,Rue2030,5.241,4.674,0,1.841,1.275,1.841,4.249,6.091,1.7,2.125,0.425,0.992,0,0.708,0.708,3.541,2.266,4.108,0.567,0.283,0,0.142,1.133,4.391,3.683,4.391,0.708,1.275,1.558,0.567,1.558,4.674,4.674,4.533,0.425,0.85,0.283,0,0.567,5.099,1.841,3.258,4.816,0.142,0.567,0,1.275,3.399,1.558,
Josquin des Prez,Rue2032-Magnificat_quarti_toni.krn,5,Motet,122.841,0,0.902643346,7.46778,0.123630673,15.72,66.54,Rue2032,4.897,3.848,1.924,0.831,0.612,0.306,6.428,5.815,0.656,4.504,0.262,0.525,0,0.568,0.875,6.646,2.099,4.504,0.394,0.262,0.306,0.394,0.962,5.203,1.487,4.154,0.525,0.394,1.181,0.044,0.787,5.291,4.241,3.979,0.612,0.044,0.044,0.219,0.306,5.422,1.487,3.323,5.641,0.394,0.568,0.175,1.006,4.066,1.793,
la Rue_Pierre de,Rue3001-A_vous_non_autre.krn,,Song,99.4003,0,0.65505392,5.69614,0.075,13.52,58.81,Rue3001,3.073,5.201,1.182,0,1.418,0,4.019,4.965,1.891,5.201,0.236,0.236,0,0.236,0.473,4.965,5.91,5.674,0.473,0.946,0,0.236,0.236,2.6,0.709,6.619,0.236,0,0.946,0.709,1.891,3.31,3.31,6.383,0.946,0.236,0.236,0,0.473,3.783,2.6,6.147,5.437,0.236,0.473,0,1.418,3.31,1.418,
la Rue_Pierre de,Rue3001-Autant_en_emporte_le_vent.krn,,Song,99.2308,0,0.719467599,5.40728,0.10326087,14.73,48.72,Rue3001,5.615,4.545,0.267,0,0,1.337,7.487,5.882,5.882,5.08,0,0.535,0,0.535,1.604,6.417,4.813,3.476,0,0,0.267,0,0,3.476,1.07,3.476,0,0.267,0.802,0,2.139,3.476,9.358,2.674,0.802,0,0.535,0,0,4.813,0.535,0,5.882,0,1.07,0.267,1.337,1.337,2.941,
